Site,715,N_scars,Length,Proximal_width,Medial_width,Distal_width,Thickness_at_medial,Platform_width,Platform_thickness,raw_material,raw_mat_simplified,Chert,Igneous,Other,Quartzite,N,E,Min,Mid,Max,Type,Prop_RT_Core,Count_RT_Core,Elongation,Convergence,PlatformArea,DorsalSA_TwoTrapezoids,Dorsal scar pattern,Region
ANW-3,3,8,44.15,41.89,36.88,20.59,12.74,39.68,13.11,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.197125813,1.79,520.2048,1503.749,Centripetal,Africa
ANW-3,4,7,51.55,48.08,43.16,32.03,11.17,47.61,11.54,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.194392956,1.35,549.4194,2144.866625,Centripetal,Africa
ANW-3,4,8,33.78,26.12,23.68,12.53,9.6,26.42,8.21,quartz,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.42652027,1.89,216.9082,726.35445,Centripetal,Africa
ANW-3,5,8,59.69,34.62,43.87,27.49,13.7,31.32,13.29,ferruginous quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.360610896,1.6,416.2428,2236.136625,Centripetal,Africa
ANW-3,5,6,45.79,32.21,37.61,23.33,6.06,22.22,5.84,quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.217495347,1.61,129.7648,1496.8751,Centripetal,Africa
ANW-3,6,10,64.07,37.18,42.02,27.01,7.61,34.08,9.78,quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.524750119,1.56,333.3024,2374.274025,Centripetal,Africa
ANW-3,6,8,46.1,42,47.48,30.58,7.85,38.65,7.55,ccs,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,0.970935131,1.55,291.8075,1930.8985,Centripetal,Africa
ANW-3,7,7,45.6,26.58,32.43,12.5,7.88,23.28,8.5,ferruginous quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.406105458,2.59,197.88,1184.916,Centripetal,Africa
ANW-3,8,7,41.73,38.72,30.71,17.4,10.15,38.18,12.64,ccs,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.358840768,1.76,482.5952,1226.23605,Centripetal,Africa
ANW-3,9,8,48.37,25.5,40.61,22.79,6.51,22.37,9.98,ferruginous quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.191085939,1.78,223.2526,1566.099675,Centripetal,Africa
ANW-3,9,8,31.54,26.83,37.89,32.34,9.71,25.4,9.73,ferruginous quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,0.832409607,1.17,247.142,1064.08075,Centripetal,Africa
ANW-3,10,5,33.7,26.94,32.52,17.44,7.86,22.08,7.31,red ccs,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.036285363,1.86,161.4048,921.8635,Centripetal,Africa
ANW-3,11,12,75.06,60.34,57.11,40.33,17.76,59.99,20.18,ferruginous quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.314305726,1.42,1210.5982,4032.41085,Centripetal,Africa
ANW-3,12,5,35.62,28.09,28.05,12.93,8.3,24.15,8.26,quartz,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.269875223,2.17,199.479,864.8536,Centripetal,Africa
ANW-3,13,7,40.36,20.89,27.72,12.76,6.69,18.87,7.55,ccs,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.455988456,2.17,142.4685,898.9181,Centripetal,Africa
ANW-3,19,9,26.26,20.03,20.59,7.51,6.07,19.38,6.7,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.275376396,2.74,129.846,451.1468,Centripetal,Africa
ANW-3,27,7,40.11,25.2,30.56,17.82,8.59,24.23,8.44,ferruginous quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.3125,1.71,204.5012,1044.26385,Centripetal,Africa
ANW-3,35,9,46.1,29,32.15,32.34,6.76,28.81,9.21,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.433903577,0.99,265.3401,1448.001,Centripetal,Africa
ANW-3,35,10,39.78,15.58,30.74,20.27,5.44,12.37,3.33,red ccs,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.294079375,1.52,41.1921,967.94685,Centripetal,Africa
ANW-3,36,6,30.13,20.4,23.32,18.19,5.08,19.06,6.39,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.292024014,1.28,121.7934,641.994975,Centripetal,Africa
ANW-3,39,6,51.17,36.78,48.5,34.77,9.03,33.35,11.22,quartz,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.055051546,1.39,374.187,2156.175875,Centripetal,Africa
ANW-3,40,7,22.58,24.94,29.38,20.68,8.44,28.84,8.06,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,0.768550034,1.42,232.4504,589.2251,Centripetal,Africa
ANW-3,40,6,48.07,22.98,28.87,11.42,6.12,22.51,6.87,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.665050225,2.53,154.6437,1107.29245,Centripetal,Africa
ANW-3,40,9,58.58,26.41,28.53,22.27,6.06,21.03,6.7,quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,2.053277252,1.28,140.901,1548.5623,Centripetal,Africa
ANW-3,41,6,48.25,22.06,35.16,21.96,8.4,20.19,10.36,ferruginous quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.372298066,1.6,209.1684,1379.22625,Centripetal,Africa
ANW-3,41,10,32.42,29.55,30.26,18.96,6.62,26.15,7.14,red ccs,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.071381362,1.6,186.711,883.68815,Centripetal,Africa
ANW-3,41,8,37.45,17.32,17.61,13.99,2.66,17.19,4.15,ccs,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,2.126632595,1.26,71.3385,622.887125,Centripetal,Africa
ANW-3,43,4,35.8,30.71,32.24,22.15,7.03,30.72,9,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.110421836,1.46,276.48,1050.193,Centripetal,Africa
ANW-3,43,8,29.56,20.97,29.88,20.91,5.78,22.94,6.51,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,0.989290495,1.43,149.3394,751.1196,Centripetal,Africa
ANW-3,46,10,31.99,23.85,26.38,23.31,6.06,18.48,5.44,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.212661107,1.13,100.5312,799.1102,Centripetal,Africa
ANW-3,47,7,30.21,26.75,28.56,21.86,9.37,26.61,9.94,ccs,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.057773109,1.31,264.5034,798.525825,Centripetal,Africa
ANW-3,47,6,35.25,27.79,24.65,9.08,5.7,29.67,7.07,ferruginous quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.430020284,2.71,209.7669,759.373125,Centripetal,Africa
ANW-3,52,5,46.32,24.9,32.4,28.26,8.59,23.47,9.64,quartz,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.42962963,1.15,226.2508,1365.9768,Centripetal,Africa
ANW-3,56,5,38.2,35.95,25.11,15.87,11.69,36.59,11.9,fine igneous,Igneous,0,1,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.521306252,1.58,435.421,974.482,Centripetal,Africa
ANW-3,56,8,41.86,34.18,39.16,23.19,8.68,35.64,8.51,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.068947906,1.69,303.2964,1419.99585,Centripetal,Africa
ANW-3,57,9,43.09,30.27,42.11,24.16,9.6,33.86,8.95,ccs,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.023272382,1.74,303.047,1493.607125,Centripetal,Africa
ANW-3,57,6,37.03,28.76,35.6,26.24,6.28,19.16,8.24,red ccs,Other,0,0,1,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.040168539,1.36,157.8784,1168.2965,Centripetal,Africa
ANW-3,59,6,41.99,34.84,40.88,27.95,10.5,35.65,8.13,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.027152642,1.46,289.8345,1517.413625,Centripetal,Africa
ANW-3,59,5,41.44,23.55,37.28,24.75,8.04,19.78,6.17,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.111587983,1.51,122.0426,1272.8296,Centripetal,Africa
ANW-3,60,11,50.25,36.95,33.26,20.88,8.6,31.11,9.89,fine igneous,Igneous,0,1,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.510823812,1.59,307.6779,1562.146875,Centripetal,Africa
ANW-3,61,9,33.35,22.93,31.14,25.56,8.21,15.95,5.42,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.070969814,1.22,86.449,923.544875,Centripetal,Africa
ANW-3,61,10,50.41,17.75,28.19,7.26,6.74,17.23,5.17,fine igneous,Igneous,0,1,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.788222774,3.88,89.0791,1025.717475,Centripetal,Africa
ANW-3,65,11,34.46,28.27,25.24,12.77,5.37,27.04,6.59,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.365293185,1.98,178.1936,788.4448,Centripetal,Africa
ANW-3,65,7,28.29,18.13,20.65,10.59,4.23,17.75,5.25,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.369975787,1.95,93.1875,495.21645,Centripetal,Africa
ANW-3,100,4,38.29,33.16,32.25,21.7,9.31,34.68,10.83,fine igneous,Igneous,0,1,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.187286822,1.49,375.5844,1142.5736,Centripetal,Africa
ANW-3,100,6,48.86,27.24,31.89,19.91,9.27,27.73,9.06,ferruginous quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.532141737,1.6,251.2338,1355.00995,Centripetal,Africa
ANW-3,100,7,46.9,28.45,38.51,24.67,8.61,25.71,7.73,fine igneous,Igneous,0,1,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.217865489,1.56,198.7383,1525.8915,Centripetal,Africa
ANW-3,100,7,34.18,15.09,19.05,9.8,4.58,16.26,5.72,chert,Chert,1,0,0,0,21.56213,31.05615,60,63,65,0,0.35915493,710,1.794225722,1.94,93.0072,538.24955,Centripetal,Africa
ANW-3,7(?),7,51.67,27.94,36.31,26.48,5.19,23.89,4.99,ferruginous quartzite,Quartzite,0,0,0,1,21.56213,31.05615,60,63,65,0,0.35915493,710,1.42302396,1.37,119.2111,1641.0392,Centripetal,Africa
BNS,20,4,42.55,30.9,28.43,1.24,6.96,26.52,8.99,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.496658459,22.93,238.4148,946.7375,Centripetal,Africa
BNS,50,4,28.98,19.38,20.24,7.77,4.05,18.26,5.87,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.431818182,2.6,107.1862,489.97935,Centripetal,Africa
BNS,96,5,21.04,14.87,20.52,14.87,4.43,14.86,3.97,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.025341131,1.38,58.9942,372.3028,Centripetal,Africa
BNS,155,8,30.23,33.14,33.99,28.63,8.48,30.32,10.06,fine igneous,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,0.889379229,1.19,305.0192,980.585625,Centripetal,Africa
BNS,161,8,32.2,23.67,31.3,21.15,6.59,28.4,2.9,basalt,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.028753994,1.48,82.36,864.731,Centripetal,Africa
BNS,176,3,19.82,20.19,23.63,21.81,6.17,17.58,5.84,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,0.838764283,1.08,102.6672,442.2833,Centripetal,Africa
BNS,185,7,26.94,16.14,19.22,17.52,4.7,11.43,4.72,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.401664932,1.1,53.9496,485.5935,Centripetal,Africa
BNS,229,5,23.69,25.96,22.19,14.84,6.74,26.28,9.65,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.067598017,1.5,253.602,504.47855,Centripetal,Africa
BNS,243,9,18.77,16.27,16.87,2.63,3.14,15.89,4.46,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.112625963,6.41,70.8694,247.0132,Centripetal,Africa
BNS,255,9,37.7,14.14,28.68,20.84,4.62,12.03,4.25,fine igneous,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.314504881,1.38,51.1275,870.3045,Centripetal,Africa
BNS,366,4,51.72,38.7,41.76,38,9.14,47.06,10.82,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.238505747,1.1,509.1892,2071.6446,Centripetal,Africa
BNS,367,10,45.1,29.99,36.41,17.82,5.16,28.53,8.7,fine igneous,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.238670695,2.04,248.211,1360.10325,Centripetal,Africa
BNS,524,13,39.76,23.98,29.61,5.28,7.11,22.22,9.67,fine igneous,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.342789598,5.61,214.8674,879.4912,Centripetal,Africa
BNS,734,11,18.58,10.39,14.73,6.9,3.02,9.76,3.64,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.261371351,2.13,35.5264,217.15375,Centripetal,Africa
BNS,812,16,48.94,37.38,52.72,37.38,14.98,34.08,7.35,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,0.928300455,1.41,250.488,2204.747,Centripetal,Africa
BNS,837,7,26.56,16.91,19.03,22.93,5.49,12.4,4.12,fine igneous,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.395691014,0.83,51.088,517.256,Centripetal,Africa
BNS,838,7,30.3,28.65,33.78,32.95,7.34,28.85,8.4,rhyolite,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,0.896980462,1.03,242.34,978.387,Centripetal,Africa
BNS,943,5,36.43,22.25,25.52,21.84,6.14,21.69,3.6,fine igneous,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.427507837,1.17,78.084,866.396475,Centripetal,Africa
BNS,977,5,30.06,10.57,15.36,1.34,3.04,10.56,3.22,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.95703125,11.46,34.0032,320.36445,Centripetal,Africa
BNS,1043,9,52.43,25.17,29.6,13.94,6.32,17.37,5.49,rhyolite,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.771283784,2.12,95.3613,1288.598325,Centripetal,Africa
BNS,1166,8,47.67,22.32,34.26,26.7,9.35,12.38,4.47,fine igneous,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.391418564,1.28,55.3386,1400.78295,Centripetal,Africa
BNS,1182,8,38.37,17.33,30.8,19.95,8.74,10.58,3.85,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.245779221,1.54,40.733,948.5064,Centripetal,Africa
BNS,2803,7,39.67,16.61,24.32,5.39,5.78,14.97,5.56,fine igneous,Igneous,0,1,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.631167763,4.51,83.2332,700.5722,Centripetal,Africa
BNS,675/678 (conjoin),5,18.91,20.49,22.92,12.68,4.34,19.71,5.35,red ccs,Other,0,0,1,0,4.8003,35.9666,104,105,106,0,0.204081633,49,0.82504363,1.81,105.4485,373.519775,Centripetal,Africa
JKF-1,873,7,58.26,21.09,27.55,4.63,8.31,20.51,5.83,quartz,Other,0,0,1,0,27.9218,40.80503,50,55,60,0,0.116071429,112,2.114700544,5.95,119.5733,1177.1433,Centripetal,Arabia
JKF-1,S62 + S 63 (conjoin),5,67.92,24.98,32.95,20.61,7.92,19.82,5.62,ferruginous quartzite,Quartzite,0,0,0,1,27.9218,40.80503,50,55,60,0,0.116071429,112,2.061305008,1.6,111.3884,1893.1002,Centripetal,Arabia
JQ-1,3,11,65.29,26.65,44.33,25.9,10.8,18.09,5.32,ferruginous quartzite,Quartzite,0,0,0,1,28.015253,41.059735,70,75,80,0,0.526315789,19,1.472817505,1.71,96.2388,2304.900225,Centripetal,Arabia
JQ-1,5,4,47.92,27.95,39.34,27.78,8.44,32.51,10.36,quartzite,Quartzite,0,0,0,1,28.015253,41.059735,70,75,80,0,0.526315789,19,1.218098627,1.42,336.8036,1610.2318,Centripetal,Arabia
JQ-1,7,5,54.51,20.62,32.06,29.51,9.06,18.78,8.01,quartzite,Quartzite,0,0,0,1,28.015253,41.059735,70,75,80,0,0.526315789,19,1.700249532,1.09,150.4278,1556.941875,Centripetal,Arabia
JQ-1,18,4,33.25,27.57,33.63,33.2,9.59,25.35,11.3,ferruginous quartzite,Quartzite,0,0,0,1,28.015253,41.059735,70,75,80,0,0.526315789,19,0.988700565,1.01,286.455,1064.249375,Centripetal,Arabia
JQ-1,67,11,42.6,26.59,35.44,26.54,7.91,28.26,6.58,ferruginous quartzite,Quartzite,0,0,0,1,28.015253,41.059735,70,75,80,0,0.526315789,19,1.202031603,1.34,185.9508,1320.7065,Centripetal,Arabia
JQ-1,83,5,33.46,34.33,39.4,26.5,12.26,30.99,9.55,ferruginous quartzite,Quartzite,0,0,0,1,28.015253,41.059735,70,75,80,0,0.526315789,19,0.849238579,1.49,295.9545,1168.00495,Centripetal,Arabia
JQ-1,91,7,39.53,39.36,46.29,49.81,9.82,37.5,7.63,ferruginous quartzite,Quartzite,0,0,0,1,28.015253,41.059735,70,75,80,0,0.526315789,19,0.853964139,0.93,286.125,1796.144375,Centripetal,Arabia
JQ-1,115,8,41.26,41.54,35.68,24.63,9.15,40.12,9.41,quartzite,Quartzite,0,0,0,1,28.015253,41.059735,70,75,80,0,0.526315789,19,1.156390135,1.45,377.5292,1418.62195,Centripetal,Arabia
JQ-1,121,5,30.71,29.44,23.69,17.01,10.61,27.35,11.17,ferruginous quartzite,Quartzite,0,0,0,1,28.015253,41.059735,70,75,80,0,0.526315789,19,1.296327564,1.39,305.4995,720.379825,Centripetal,Arabia
JQ-1,807,8,40.33,19.26,37.13,27.79,6.74,19.19,2.02,ferruginous quartzite,Quartzite,0,0,0,1,28.015253,41.059735,70,75,80,0,0.526315789,19,1.086183679,1.34,38.7638,1223.108075,Centripetal,Arabia
JSM-1,164,6,46.16,25.06,28.76,10.68,11.16,21.43,8.61,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.605006954,2.69,184.5123,1076.2204,Centripetal,Arabia
JSM-1,301,13,47.47,43.98,43.19,20.57,9.26,40.24,14.25,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.099097013,2.1,573.42,1791.161775,Centripetal,Arabia
JSM-1,302,6,40.23,20.48,28.56,24.82,7.84,21.6,7.51,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.408613445,1.15,162.216,1030.08915,Centripetal,Arabia
JSM-1,309,9,44.77,35.48,31.06,21.07,12.1,32.82,6.12,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.441403735,1.47,200.8584,1328.213975,Centripetal,Arabia
JSM-1,314,4,36.68,18.55,28.04,21.41,6.46,17.85,7.35,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.308131241,1.31,131.1975,880.6868,Centripetal,Arabia
JSM-1,501,8,43.5,16.9,26.7,22.04,6.09,13.32,5.54,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.629213483,1.21,73.7928,1004.1975,Centripetal,Arabia
JSM-1,502,6,34.6,21.78,24.57,17.92,6.77,21.36,8.71,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.408221408,1.37,186.0456,768.466,Centripetal,Arabia
JSM-1,503,5,53.69,39.23,39.44,35.01,9.35,37.94,12.79,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.361308316,1.13,485.2526,2055.2532,Centripetal,Arabia
JSM-1,504,4,42.54,24.83,31.23,24.97,6.58,23.37,9.99,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.362151777,1.25,233.4663,1193.8851,Centripetal,Arabia
JSM-1,505,5,57.38,49.12,47.59,33.01,8.67,32.15,4.18,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.205715486,1.44,134.387,2543.51195,Centripetal,Arabia
JSM-1,506,7,39.3,34.3,39.09,27.64,8.93,36.44,7.18,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.005372218,1.41,261.6392,1376.679,Centripetal,Arabia
JSM-1,507,6,41.37,24.57,33.06,20.8,8.74,18.67,6.33,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.251361162,1.59,118.1811,1153.085325,Centripetal,Arabia
JSM-1,509,12,39.69,23.97,28.92,21.12,10.75,21.73,4.27,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.372406639,1.37,92.7871,1021.322925,Centripetal,Arabia
JSM-1,510,7,41.36,21.37,22.14,10.32,6.71,21.8,7.16,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.868112014,2.15,156.088,785.5298,Centripetal,Arabia
JSM-1,511,11,43.66,28.78,34.52,32,5.6,14.01,4.99,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.264774044,1.08,69.9099,1416.9853,Centripetal,Arabia
JSM-1,523,9,32.18,17.63,28.74,16.98,10.14,14.19,1.92,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.119693807,1.69,27.2448,740.86405,Centripetal,Arabia
JSM-1,531,5,21.72,21.32,21.71,6.79,6.57,23.68,6.77,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.000460617,3.2,160.3136,388.4079,Centripetal,Arabia
JSM-1,575,6,28.61,19.79,20.86,17.45,7.39,14.51,6.91,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.371524449,1.2,100.2641,564.7614,Centripetal,Arabia
JSM-1,576,7,24.06,23.27,31.9,19.72,7.45,22.72,5.88,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,0.754231975,1.62,133.5936,642.34185,Centripetal,Arabia
JSM-1,647,6,27.87,17.23,23.25,15.46,8.13,16,3.99,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.198709677,1.5,63.84,551.756325,Centripetal,Arabia
JSM-1,790,5,29.67,17.26,24.57,17.25,7.49,15.15,3.87,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.207570208,1.42,58.6305,620.473875,Centripetal,Arabia
JSM-1,810,7,20.97,13.2,20.96,23.88,5.49,9.73,3.59,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.000477099,0.88,34.9307,414.1575,Centripetal,Arabia
JSM-1,914,8,23.67,10.52,14.23,8.82,2.68,6.56,2.29,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.66338721,1.61,15.0224,282.8565,Centripetal,Arabia
JSM-1,915,7,31.92,13.92,21.03,12.56,4.53,9.68,4.67,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.517831669,1.67,45.2056,546.9492,Centripetal,Arabia
JSM-1,932,6,27.3,28.91,27.78,20.11,6.06,28.84,8.04,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,0.982721382,1.38,231.8736,713.7585,Centripetal,Arabia
JSM-1,934,5,24.42,18.9,23.45,18.61,5.67,7.61,2.72,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.041364606,1.26,20.6992,515.32305,Centripetal,Arabia
JSM-1,987,5,26.64,20.92,32.16,27.64,7.39,12.49,9.6,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,0.828358209,1.16,119.904,751.7808,Centripetal,Arabia
JSM-1,1087,7,34.68,21.4,20.87,14.32,8.49,21.8,8.82,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.661715381,1.46,192.276,671.5782,Centripetal,Arabia
JSM-1,1088,7,55.89,42.48,42.42,32.17,10.74,30.98,8.45,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.317538897,1.32,261.781,2228.474025,Centripetal,Arabia
JSM-1,x-100,6,88.82,47.07,56.73,41.69,15.37,43.28,8.53,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.565661907,1.36,369.1784,4490.2951,Centripetal,Arabia
Kebara X,40,4,44.98,31.03,29.32,23.67,3.52,23.12,5.67,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.534106412,1.24,131.0904,1274.5083,Centripetal,Levant
Kebara X,118,5,39.31,21.54,24.74,6.1,4.71,15.84,3.17,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.588924818,4.06,50.2128,757.8968,Centripetal,Levant
Kebara X,120,10,60.06,18.14,30.1,16.66,8.77,12.56,5.04,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.995348837,1.81,63.3024,1426.425,Centripetal,Levant
Kebara X,391,6,48.84,60.95,47.77,7.2,11.6,61.18,8.29,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.022398995,6.63,507.1822,1998.6549,Centripetal,Levant
Ksar Akil 28A,1927,5,63.6,39.27,55.13,30.22,13.52,31.16,15.51,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.153636858,1.82,483.2916,2858.025,Centripetal,Levant
Ksar Akil 28A,2079,5,73.99,31.07,44.57,43.08,8.01,15.29,8.66,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.660085259,1.03,132.4114,3020.456775,Centripetal,Levant
